-.1404E+03 -.1051E+03 0.0000E+00   0.300417E+08     193.500000
-.1393E+03 0.3381E+02 0.0000E+00   0.300451E+08     193.500000
-.1380E+03 0.1494E+03 0.0000E+00   0.300406E+08     193.500000
-.1369E+03 0.7221E+02 0.0000E+00   0.300430E+08     193.500000
-.1365E+03 0.1791E+03 0.0000E+00   0.300403E+08     193.500000
-.1356E+03 -.1333E+03 0.0000E+00   0.300409E+08     193.500000
-.1350E+03 -.3338E+01 0.0000E+00   0.300467E+08     193.500000
-.1302E+03 -.5946E+02 0.0000E+00   0.300436E+08     193.500000
-.1296E+03 0.1160E+03 0.0000E+00   0.300412E+08     193.500000
-.1286E+03 0.2089E+02 0.0000E+00   0.300464E+08     193.500000
-.1268E+03 -.2579E+02 0.0000E+00   0.300460E+08     193.500000
-.1263E+03 -.7858E+02 0.0000E+00   0.300425E+08     193.500000
-.1241E+03 0.4690E+02 0.0000E+00   0.300444E+08     193.500000
-.1202E+03 -.8502E+01 0.0000E+00   0.300481E+08     193.500000
-.1196E+03 -.4210E+02 0.0000E+00   0.300448E+08     193.500000
-.1182E+03 0.8927E+02 0.0000E+00   0.300419E+08     193.500000
-.1156E+03 0.8741E+01 0.0000E+00   0.300490E+08     193.500000
-.1149E+03 -.1465E+03 0.0000E+00   0.300401E+08     193.500000
-.1135E+03 -.1150E+03 0.0000E+00   0.300408E+08     193.500000
-.1128E+03 0.1266E+03 0.0000E+00   0.300405E+08     193.500000
-.1125E+03 0.1717E+03 0.0000E+00   0.300397E+08     193.500000
-.1117E+03 0.2866E+02 0.0000E+00   0.300464E+08     193.500000
-.1116E+03 -.2576E+02 0.0000E+00   0.300467E+08     193.500000
-.1108E+03 0.6620E+02 0.0000E+00   0.300429E+08     193.500000
-.1079E+03 -.1731E+03 0.0000E+00   0.300396E+08     193.500000
-.1078E+03 -.8771E+02 0.0000E+00   0.300416E+08     193.500000
-.1061E+03 0.1460E+03 0.0000E+00   0.300399E+08     193.500000
-.1055E+03 -.2000E+03 0.0000E+00   0.300395E+08     193.500000
-.1051E+03 0.4561E+02 0.0000E+00   0.300443E+08     193.500000
-.1028E+03 -.3956E+02 0.0000E+00   0.300449E+08     193.500000
-.1009E+03 -.5814E+02 0.0000E+00   0.300431E+08     193.500000
-.1000E+03 -.1500E+02 0.0000E+00   0.300494E+08     193.500000
-.1000E+03 0.0000E+00 0.0000E+00   0.300569E+08     193.500000
-.1000E+03 0.1500E+02 0.0000E+00   0.300492E+08     193.500000
-.9963E+02 0.1010E+03 0.0000E+00   0.300408E+08     193.500000
-.9443E+02 -.2708E+02 0.0000E+00   0.300462E+08     193.500000
-.9366E+02 0.3464E+02 0.0000E+00   0.300450E+08     193.500000
-.9297E+02 0.2000E+03 0.0000E+00   0.300391E+08     193.500000
-.9172E+02 -.1585E+03 0.0000E+00   0.300393E+08     193.500000
-.9139E+02 0.7579E+02 0.0000E+00   0.300416E+08     193.500000
-.9097E+02 0.1608E+03 0.0000E+00   0.300392E+08     193.500000
-.9056E+02 -.1206E+03 0.0000E+00   0.300399E+08     193.500000
-.8968E+02 0.1484E+02 0.0000E+00   0.300477E+08     193.500000
-.8905E+02 0.1233E+03 0.0000E+00   0.300398E+08     193.500000
-.8893E+02 -.4785E+02 0.0000E+00   0.300433E+08     193.500000
-.8883E+02 -.1308E+02 0.0000E+00   0.300480E+08     193.500000
-.8804E+02 -.9551E+02 0.0000E+00   0.300406E+08     193.500000
-.8740E+02 0.5130E+02 0.0000E+00   0.300429E+08     193.500000
-.8690E+02 -.1402E+03 0.0000E+00   0.300393E+08     193.500000
-.8345E+02 0.1830E+03 0.0000E+00   0.300388E+08     193.500000
-.8225E+02 -.7267E+02 0.0000E+00   0.300413E+08     193.500000
-.8203E+02 -.9974E+00 0.0000E+00   0.300474E+08     193.500000
-.8152E+02 -.1786E+03 0.0000E+00   0.300387E+08     193.500000
-.8088E+02 -.2707E+02 0.0000E+00   0.300447E+08     193.500000
-.7781E+02 0.3289E+02 0.0000E+00   0.300437E+08     193.500000
-.7709E+02 0.1405E+03 0.0000E+00   0.300390E+08     193.500000
-.7561E+02 0.1644E+02 0.0000E+00   0.300449E+08     193.500000
-.7514E+02 0.8558E+02 0.0000E+00   0.300403E+08     193.500000
-.7473E+02 0.1061E+03 0.0000E+00   0.300396E+08     193.500000
-.7329E+02 0.5397E+02 0.0000E+00   0.300417E+08     193.500000
-.7128E+02 -.3508E+02 0.0000E+00   0.300429E+08     193.500000
-.7110E+02 0.1644E+03 0.0000E+00   0.300384E+08     193.500000
-.6911E+02 -.1159E+02 0.0000E+00   0.300441E+08     193.500000
-.6888E+02 -.1532E+03 0.0000E+00   0.300384E+08     193.500000
-.6879E+02 -.2000E+03 0.0000E+00   0.300382E+08     193.500000
